text,rating,label,at,reviewId,appId
dapat cewek,5,positif,2025-12-29 12:06:51,fe4af50a-1740-49b1-8f71-0ce3382a4d8e,com.whatsapp
memudah kan,5,positif,2025-12-29 12:06:50,57b7bf2c-4e71-47dc-a896-6f225e1d8bf3,com.whatsapp
ya bagus,5,positif,2025-12-29 12:05:58,5346a9fe-6193-4102-8a89-9e952a1776fd,com.whatsapp
semoga terbaik selalu,5,positif,2025-12-29 12:05:41,fcfc5e91-f31a-44cb-9fac-78cb1509be90,com.whatsapp
kenapa kontak ga bisa disematkan,5,positif,2025-12-29 12:04:52,074bbfa3-588c-48f0-b3f2-67206202e58d,com.whatsapp
ngelek,1,negatif,2025-12-29 12:04:46,10f5943c-c801-47ef-a3d4-1ff7e4196e7b,com.whatsapp
error sndiri tolongkah meta. udh bnyak yg oake mlah makin jelek. nggk makin bagus. sering error lah. logout sndri lah,1,negatif,2025-12-29 12:00:42,9903c9fd-1534-4d16-b8cf-278b9e43663f,com.whatsapp
tidak berguna wa gw kena pelanggaran Mulu pdhl ga ad ngapa ngapain aneh!!!!!!buka woy isinya bnyk tentang pelajaran² gw!!!!,1,negatif,2025-12-29 12:00:11,beec90e4-0ef3-478e-aa31-a0f0ca086dfb,com.whatsapp
Bagus,5,positif,2025-12-29 11:55:29,f0337798-fad3-43ae-a5c5-c55a4102f8c1,com.whatsapp
Sangat membantu,5,positif,2025-12-29 11:52:55,861f0060-4d50-4fc8-91ad-1da3482c32e0,com.whatsapp
"pending Mulu min ngirim pesan, tapi orang chat kita masuk semua",3,netral,2025-12-29 11:52:04,b3ecf1a8-fdac-4103-97d7-4ee491409bf6,com.whatsapp
kendala spam,3,netral,2025-12-29 11:50:25,82c217de-a6ae-4df2-9f9c-1924b96e0ae6,com.whatsapp
Alhamdulillah lancar,5,positif,2025-12-29 11:49:47,557a5b7d-a067-461b-9ca7-a8014a4c3213,com.whatsapp
akun saya di spam terus diblok kenapa sih apk ini pdhal diupdate terus tolong tim wa ditinjau,1,negatif,2025-12-29 11:47:53,1da1598f-e6ae-470d-87d6-7ec5e38db83a,com.whatsapp
kebanyakan update habis di update masa update lagi makin di update banyak bug,1,negatif,2025-12-29 11:47:46,47eb05a1-3b49-46f5-9b37-79caac4a020c,com.whatsapp
"gak ada tema default nya, tidak ada fitur filter di vidio call saya.",4,positif,2025-12-29 11:46:29,9b2347e1-00d9-4ba5-938d-6f1ac2350ac5,com.whatsapp
"balikin WhatsApp yang dulu please, sekarang up sorry jadi jelek banget.. ga hd sama sekali bikin ga mood.",3,netral,2025-12-29 11:43:02,f023e779-197a-44f5-8b2b-9f1ac0d2cfa3,com.whatsapp
tolol gua ngga buka wa juga malah ada on,2,negatif,2025-12-29 11:42:57,c96b9d24-8586-4f72-bc46-ff6f4b2f29db,com.whatsapp
"Tolong ada kan fitur menghentikan chat audio di grub untuk para admin saja,itu sangat menggangu ketika ada orang yang tag,pesannya langsung hilang harus nyari Scrol ke atas untuk tau siapa yang tag tadi,tolong adakan fitur hentikan chat audio atau batasi Please provide a feature to stop audio chat in groups for admins only. It's very annoying when someone tags you, the message disappears immediately and you have to scroll up to find out who tagged you.",2,negatif,2025-12-29 11:40:37,e979aade-d75d-4a76-a81f-4f6196009303,com.whatsapp
whatsap,5,positif,2025-12-29 11:40:03,e61a6a7d-7b6e-4484-91b0-3c918a11427b,com.whatsapp
bgus dan berguna buat informasi yg jangka waktu,4,positif,2025-12-29 11:38:27,16e88151-a34f-4785-ad87-a55b3d17305b,com.whatsapp
Bagussss bangettt,5,positif,2025-12-29 11:36:18,26309507-df86-45b1-b3b7-b5932b0dd1c2,com.whatsapp
Mantap,3,netral,2025-12-29 11:34:23,5f03b60e-27d4-40ad-a7a9-b0b5b8053e3a,com.whatsapp
ini whatsapp bagus banget,5,positif,2025-12-29 11:32:40,a7ddaa34-6640-489f-9c34-7f57a4c92682,com.whatsapp
sangat memuaskan,5,positif,2025-12-29 11:32:38,e0fb28da-f58a-4fef-baf1-06d283fc8063,com.whatsapp
Notifikasi nya ilang gak ada suara nya. Padahal volume HP pool mentok Ampe ke langit. Notifikasi khusus juga udah gak bisa. Halooo WhatsApp??? Perbaiki donk... 😭🙏,1,negatif,2025-12-29 11:31:49,05ab25db-766c-4686-bd6e-494b585ed300,com.whatsapp
tapi saluran ku gabisa kekirim chatnya kenapa ya itu?,5,positif,2025-12-29 11:29:55,3a528d41-adb4-4abe-8d8e-bf053a20d76f,com.whatsapp
baik,5,positif,2025-12-29 11:26:06,6eca762b-7415-4390-bdf9-c95950157ef7,com.whatsapp
"cukup membantu untuk menghubungi keluarga,kawan kawan",5,positif,2025-12-29 11:24:43,10104bd9-60ac-4ead-a1d2-fb81bd1c8986,com.whatsapp
good,5,positif,2025-12-29 11:23:51,2c6c1989-814b-4e76-aafd-0e9ad3d10bd6,com.whatsapp
lambat di unduh,1,negatif,2025-12-29 11:21:14,a75c1508-bf28-41c1-82dd-e834bd73eb63,com.whatsapp
menggunakan whatsapp sekarang makin tidak nyaman padahal cuma nge chat beberapa orang akun langsung dibatasi buat chat sekarang gk bisa mengecewakan,1,negatif,2025-12-29 11:20:09,26ed8498-de2b-4a5a-a028-08d8de057755,com.whatsapp
"kok sekarang ngirim file atau update status WA ,foto atau video nya pada pecah iya, pdhl uda di hd in",3,netral,2025-12-29 11:20:02,81ac2b5e-1225-4985-a445-1401387a22bd,com.whatsapp
BAGUSSSSS,5,positif,2025-12-29 11:19:43,97586dd7-1350-44ed-b03e-92e9390b3f99,com.whatsapp
"makin gak jelas setelah update notif gak masuk dan gak akan tau klo gak buka app dulu, apalagi telpon, padahal udah setting volume dering full biar gak kecolongan call/chat penting temen saya pun juga gini semoga cepet diperbaiki krna lumayan mengganggu kalau sampai pesan penting gak muncul disaat dibutuhkan",4,positif,2025-12-29 11:14:46,4c3d1874-5b79-43de-8da5-fad891e4fc7e,com.whatsapp
mantap,5,positif,2025-12-29 11:11:22,1ca28621-6831-4630-8fc7-6f88877dc6df,com.whatsapp
mantap,5,positif,2025-12-29 11:10:49,6df54600-2f80-44d1-b397-75a3892980e5,com.whatsapp
memuskan,5,positif,2025-12-29 11:08:40,cd84a051-21f8-4419-a8d6-e4d58d86c98f,com.whatsapp
mantullll,5,positif,2025-12-29 11:08:07,351f780d-7072-4342-a81a-3a564d6f9d58,com.whatsapp
Suka bngt pake wa gampang ga ribet,5,positif,2025-12-29 11:07:37,da3ff885-b8ac-4493-bcad-4315da690600,com.whatsapp
Menarik,5,positif,2025-12-29 11:04:13,52c38844-a9b6-4d34-b727-b0db0085bea2,com.whatsapp
puas,5,positif,2025-12-29 11:02:32,93f88a42-5127-4140-9f3d-1f4d654ec740,com.whatsapp
aplikasi nya bagus,4,positif,2025-12-29 10:59:17,c9d86a0d-2353-45a1-a59a-49811f5fdd2b,com.whatsapp
Ya sangat bagus,5,positif,2025-12-29 10:59:17,849a94ae-7089-4308-bfcf-1f80beeb7c73,com.whatsapp
"saya coba daftarkan no baru tapi tidak bisa karena akun tidak memenuhi layanan WhatsApp padahal ga pernah bikin akun pake no tersebut, setelah minta tinjauan pun tetap ga bisa. gimana si WhatsApp",1,negatif,2025-12-29 10:56:41,8037c396-9cf2-41cb-a6b8-8f87bfb00c33,com.whatsapp
tambahkan fitur livestreaming,5,positif,2025-12-29 10:56:11,96b4f76b-748b-42b3-b3a4-8f9f5e85b94c,com.whatsapp
belum pengalaman,1,negatif,2025-12-29 10:53:52,b80a9081-5be9-4b31-a646-d3b8d2ad7189,com.whatsapp
mantap sllu lancar,5,positif,2025-12-29 10:49:31,7683b1fa-2783-4950-92e3-d0e52a61e6d9,com.whatsapp
tidak bisa terima kode melalui sms,3,netral,2025-12-29 10:47:46,5ceb1746-acce-4eb7-8875-ef990c15fc3a,com.whatsapp
👍,5,positif,2025-12-29 10:46:51,bdea77ef-d6e4-4096-bbdd-a2f3de05edcd,com.whatsapp
Mudh dan terpercaya,5,positif,2025-12-29 10:45:35,3c1d914a-9c83-4f29-a979-b53485562b3c,com.whatsapp
kenapa sudah selesai download dan di buka di suru download yg resmi lagi,3,netral,2025-12-29 10:44:30,f8148ee7-fda7-46ac-936b-d56a7509c828,com.whatsapp
"dgn whatsapp sangat terbantu dgn whatsapp bisa melakukan aktifitas dari rumah, informasi cepat dan murah",5,positif,2025-12-29 10:44:03,aeda2c66-ee6a-40f6-bdde-121035b68a4e,com.whatsapp
"chatt yang disematkan selalu lepas sendiri,, gimna ngatasinnya?",5,positif,2025-12-29 10:44:00,e4d21d1a-2d29-4e8c-9690-65ed5caf6446,com.whatsapp
"buruk sekali sering mengalami bug tidak bisa mengirim pesan,saat Mengirim selalu tanda jam aneh sekali",1,negatif,2025-12-29 10:43:10,2eb090f1-df40-4d11-a3b3-ecd088f1ae25,com.whatsapp
ko WhatsApp vertifikasi terus,3,netral,2025-12-29 10:42:41,849ea765-5344-4bb0-a194-8d3c0693c728,com.whatsapp
WhatsApp sayakespam berkali-kali..tolong buka kembali,1,negatif,2025-12-29 10:42:29,517ebc96-2e2b-485a-a257-474b24bfe5f0,com.whatsapp
senang menggunakan nya,5,positif,2025-12-29 10:37:30,6752b968-775d-498b-a6df-12c3344942cf,com.whatsapp
whatsap ngga bia di buka,1,negatif,2025-12-29 10:36:22,81a0189e-f417-49cf-aa52-b9a13be47b7e,com.whatsapp
baik,5,positif,2025-12-29 10:34:32,dca62aab-ce61-4639-9d9c-b89e0bdee20f,com.whatsapp
data penting saya satu tahun hilang gara bug kurang ajar.terus tlp masuk gak ada notifikasi nya siapa yg nelpon heran deh.,1,negatif,2025-12-29 10:33:46,9c888347-4551-4669-acf6-81eb88b8449d,com.whatsapp
GK bisa login ke wa,4,positif,2025-12-29 10:33:33,7a6f1ced-b8f5-4355-be91-d53aa2c84198,com.whatsapp
"TIAP WAKTU HARUS LOGIN WHATSAPP ULANG, SEHARI BISA 5 KALI LOGIN ULANG, GAJELAS!!!",1,negatif,2025-12-29 10:31:57,2c07925f-4cc4-4c8a-bd36-84c4b4fc28b0,com.whatsapp
"gimana si mau kerja buat telfon aja ga bisa,abdet dari pagi Ampe siang ga jadi2",2,negatif,2025-12-29 10:31:56,4c0ee0fb-de7c-4fd6-86d0-4667a0d25cf5,com.whatsapp
kenapa ya ga bisa kirim kode,4,positif,2025-12-29 10:31:37,76339d46-7066-4d2b-bcd7-78fdd4b3a4f6,com.whatsapp
"tolong dong ini, sudah 2 hari wa saya tidak bisa di buka, sudah lihat penyimpanan tidak penuh dan sudah di hapus lalu di instal ulang tetap tidak bisa, bahkan notifikasi pesan atau panggilan masuk pun tidak bisa, tolong di perbaik wa",5,positif,2025-12-29 10:31:12,d22f0e74-31bc-4f50-81d0-7893bc2222bd,com.whatsapp
blum bisa download wa.. pake hp.. y67,5,positif,2025-12-29 10:30:48,97341366-9697-45fe-921d-3a374591639c,com.whatsapp
"aplikasi paling jelek,tiba2 wa saya di blokir ga jelas,saya tidak melakukan spam,setiap hari di blokir terus WhatsApp saya,aplikasi tolol",1,negatif,2025-12-29 10:29:40,c2946133-a1c3-470e-9a9b-67e2064ec8f5,com.whatsapp
terbaik,5,positif,2025-12-29 10:29:16,d1dc6177-b8fa-4d4b-8ce7-ce3cd2f8e5f8,com.whatsapp
bagus,5,positif,2025-12-29 10:28:26,42d32820-4ce5-49f0-8432-5ad22ff7c9e7,com.whatsapp
baik,5,positif,2025-12-29 10:28:06,2db58b56-97b5-472f-9489-df9d76f9f066,com.whatsapp
assalamualaikum,5,positif,2025-12-29 10:27:49,c956066b-1626-4a04-8c8f-3d487dae6eb2,com.whatsapp
byk membantu komunikasi,5,positif,2025-12-29 10:26:57,1219c7c0-5945-4f4e-93e0-910c045dd698,com.whatsapp
mantap,5,positif,2025-12-29 10:24:08,7e02f9fa-c8df-49e6-bb2a-fdcfd855e608,com.whatsapp
ko emot nya gk bs yaa,3,netral,2025-12-29 10:21:19,9055c65b-00ab-4ff5-acca-f27558844547,com.whatsapp
keren bangetz.,5,positif,2025-12-29 10:19:57,b8b37f81-0e07-4dcf-893f-9e4d0ab9d089,com.whatsapp
sering terjadi bug pada wa yang tiba tiba tidak bisa di buka dan saat di buka kembali sendiri tolong segera di perbaiki hp: opo A78 5g,2,negatif,2025-12-29 10:19:42,333b2059-5a71-4ca7-88d8-8d56344859f2,com.whatsapp
"hallo whatsaap,mau tanya dong kenapa akun saya selalu di baned/ diblokir,padahal hape baru no juga baru & akun juga baru,mohon di tinjau kembali dan aktifkan kembali akun saya,,terimakasih",2,negatif,2025-12-29 10:16:12,285974f1-2ece-4f71-aaea-85b104acddf6,com.whatsapp
apa apa Kena blokir,1,negatif,2025-12-29 10:15:22,29e6ce2f-90ac-46aa-ae05-3143639a7bfd,com.whatsapp
bagus,5,positif,2025-12-29 10:14:49,b702d6f3-fe79-4671-acb8-a123cf6776cf,com.whatsapp
good,5,positif,2025-12-29 10:14:42,014446a7-b821-401b-93c3-710316dc6864,com.whatsapp
ngga bisa di update lagi,3,netral,2025-12-29 10:13:07,07218052-fd86-45fd-b915-15996b9280d1,com.whatsapp
saya kasih bintang 5 kalau chat saya ini di balas,5,positif,2025-12-29 10:12:35,e99753e5-d3ed-4270-a640-51c8af5008c7,com.whatsapp
"bagus, tapi saya tidak bisa mengganti nada notifikasi, mengapa?",5,positif,2025-12-29 10:11:11,403d5607-d920-4889-91a3-04406a1c36a1,com.whatsapp
karna mudah digunakan,5,positif,2025-12-29 10:05:55,478417cb-1e24-4461-ae7e-c1850a5d6378,com.whatsapp
semua udah bagus tapi min tolong hapus mirror ketika video callnya ya soalnya wajahnya di hp orang itu jadi enggak simetris 🙃,5,positif,2025-12-29 10:05:31,6fad378a-cd10-4d67-8cec-78ebfcf33ff4,com.whatsapp
kenapa WhatsApp sy tidak bisa di gunakan padahal sudah di install,5,positif,2025-12-29 10:05:17,f94189cd-b447-4c60-b056-5db2338ae405,com.whatsapp
"plis lah ya, kenapa dering notif udh di ubah mlh ke ubah lgi, notif delay jga, trs semat kan udh di batalkn mlh gabisa+gbsa arsip, tolong dong jangan makin kesini makin aneh",1,negatif,2025-12-29 10:04:44,649f3697-a9a2-4c35-af18-f11788766c94,com.whatsapp
padahal saya sudah mendownload apisai resmi akan tetapi masih tidak bisa masuk juga ke whatsapp,1,negatif,2025-12-29 10:03:49,61e9bea2-4f57-4c67-bd22-ada376ecf8ed,com.whatsapp
"wa aneh, msa tiba² smua pto+vid hlang smua, aneh bgt, pdhl itu smua penting tpi mlah tiba² hilang lngsung ludes gitu aja, pdhl ga di apa apain, bner bner aneh wa skrg, perbaiki npa.",2,negatif,2025-12-29 10:01:34,661e8711-c601-450d-8816-d2dfc079261d,com.whatsapp
memudahkan dlm berkomunikasi dgn saudara kluarga yg jauh tmpt tinggalny,5,positif,2025-12-29 10:01:33,f6544c4a-d4c1-4d36-9e03-0b2a9b7162df,com.whatsapp
kenapa mau daftar nomer gak bisa di pencet anj jadi males taik,1,negatif,2025-12-29 10:00:28,10ff7123-3df7-46df-ab36-1013197cc17f,com.whatsapp
mantapp,5,positif,2025-12-29 09:59:17,8805bf06-e69a-406a-afd4-e64e1b32ca7a,com.whatsapp
aplikasi yang sangat mendukun dalam kehidupan sehari hari,5,positif,2025-12-29 09:58:14,b10b3427-96e6-420a-921d-c62d8ff81653,com.whatsapp
saat membuat simbol kata di atas harus pakai tengang waktu dulu gak seprti ini kembalikan aja wa kaya dulu gak usah pakai kata2 kostum2 😈,1,negatif,2025-12-29 09:55:52,03a9af53-afa9-44c1-9514-7b0a8198d567,com.whatsapp
sangat membantu. lima bintang,5,positif,2025-12-29 09:52:46,de9ad3f8-5cb3-49f5-8777-46906a5a9ead,com.whatsapp
Akun saya selalu di blokir,1,negatif,2025-12-29 09:51:06,5a0f336c-e841-4a13-ae25-8ddb457501d1,com.whatsapp
Alhamdulillah,5,positif,2025-12-29 09:50:40,cc446b78-d4f6-4725-adeb-f60675a4e85c,com.whatsapp
cakep,5,positif,2025-12-29 09:48:56,aabb05d5-eda6-448d-8cc2-3616240d9690,com.whatsapp
bagus,5,positif,2025-12-29 09:48:40,68649f23-469e-40c1-a4f8-b0e48794beee,com.whatsapp
bagus,5,positif,2025-12-29 09:46:50,8562c1ee-cfb1-4520-9013-4f2e642ad010,com.whatsapp
"BARU KALI INI BENCI BANGETT!! akun wa utama aku tiba tiba kehapus tanpa sepengatahuan aku, dan sekarang aku gatau ngembaliin nya gimana karna kartu nya sudah tidak aktif. sedangkan di nomor itu terdapat banyak grub kerja yang penting!!",1,negatif,2025-12-29 09:46:32,973d13ba-02b2-4cfb-a372-59d5c01d04c2,com.whatsapp
sangat membantu sekali Terima kasih,5,positif,2025-12-29 09:45:42,c718421b-4e84-4a78-9995-23f07a024fed,com.whatsapp
parah wa sy keluar sendri,1,negatif,2025-12-29 09:44:32,ad509cad-5c90-45c9-bb25-b9c6add82d83,com.whatsapp
woy lah benerin Napa kena blok Mulu gw emang ngak jelas ini wa ku kasi satu bintang,1,negatif,2025-12-29 09:43:05,8fbfa4ad-a50c-45e3-8d1f-09e067218833,com.whatsapp
"kenapa notif tlpon wa ga muncul, harus buka aplikasi dulu baru ada",1,negatif,2025-12-29 09:43:00,826a9d14-bf6b-4cee-bd10-e41295118697,com.whatsapp
mantappp,5,positif,2025-12-29 09:40:28,d05293c7-6fc6-41f2-a018-60f46af9682d,com.whatsapp
"parah... aneh... semakin parah... semakin aneh,, 1. tidak bisa balas langsung lewat notif. 2. tidak bisa simpan nomor baru lewat wa, ilang sendiri.. sampai bingung nyari lagi.. harus manual lewat kontak KECEWA..",1,negatif,2025-12-29 09:38:30,b75071fd-9d46-4a32-9070-f7312954bf5e,com.whatsapp
sangat bagus,5,positif,2025-12-29 09:35:03,3e875d73-61b8-40e9-858d-aee9288a9561,com.whatsapp
"wa sekarang ga sebagus dulu sih menurut ku, bikin story malah blur 'benci' padahal uda hd",3,netral,2025-12-29 09:34:16,c00b0cd8-53f2-4064-afd4-d9fe56aefea0,com.whatsapp
"sering bug, jelek",1,negatif,2025-12-29 09:31:11,1de262a4-1d3d-4ff2-8b82-85185c046414,com.whatsapp
"update terakhir disetai bug. saya susah membuka aplikasi, stag loading saat membuka aplikasi, ini terjadi sama pada beberapa ponsel saya merek berbeda, os berbeda tetap bug loading saat membuka",1,negatif,2025-12-29 09:29:33,58f4c228-8b38-4143-9124-f721ea44046d,com.whatsapp
bagus dan bisa chat an dengan kawan,5,positif,2025-12-29 09:29:32,ff23e743-458e-4cc3-afa5-c06a383cb355,com.whatsapp
"tolong donk aplikasi WA ini ditambah nada deringnya bisa diganti dgn musik lain, bukan dari nada dering bawaan saja. karna memang g' bisa diganti nada deringnya dgn musik lain, tolong donk di perbaiki lagi menu nada deringnya",3,netral,2025-12-29 09:29:27,7aed2330-2c3d-4242-9a5a-b1c2688597d8,com.whatsapp
Bagus semoga bermanfaat bagi seluruh pengguna dan dapat memberikan dampak positif bagi seluruh warga masyarakat yang menggunakan aplikasi ini. disamping itu masyarakat lebih mudah untuk meng akses informasi dan berita yang sedang terjadi dan mendapatkan informasi yang aktual dan benar adanya. Sehingga pengguna dapat mengabdete peristiwa yang terjadi dibelahan dunia manapun dengan cepat dan tepat.,5,positif,2025-12-29 09:28:44,7123ffad-b52f-46b0-983e-75cb452b2fec,com.whatsapp
tanpa alasanapapun nomor saya memerlukan whatsApp resmi,5,positif,2025-12-29 09:27:34,646dafad-6d5e-49d4-a55e-a3e952ee25ad,com.whatsapp
SaNgat bagus.,5,positif,2025-12-29 09:27:01,6ce9ad95-5b5a-4ecd-a62f-b9fb8e333321,com.whatsapp
"baguss bangat, selama lebih 5 tahun aku pakai aplikasi ini dan emang se bagus ituu, semoga terus bekembang yaww",4,positif,2025-12-29 09:26:57,48190d13-f366-4c0f-ae91-07efefff6c27,com.whatsapp
agus,4,positif,2025-12-29 09:25:14,8047b098-9252-4362-a702-c41ef6e11143,com.whatsapp
whatsapp sekrang ngga jelas maen blokir aja ngga tahu urusan penting orang payah aplikasi nya,1,negatif,2025-12-29 09:24:30,36e00f9a-41f6-4614-aba2-1636a634492f,com.whatsapp
"habis di update kenapa lgsg kena spam, harus nunggu di tinjau 24 jam, ini nomer sudah lama woii di gunakan untuk bekerja, 1 hari di suruh gak aktif maksudnya gimana???",1,negatif,2025-12-29 09:23:58,8cdeaa89-df0b-4fb2-8420-d338a5c70022,com.whatsapp
saya tidak pernah menyalah gunakan Wa ini tapi kenapa ya di batasii selama 24 jam saya tidak suka padahal saya tisak menyalah gunakan Wa ini,1,negatif,2025-12-29 09:21:05,f5ff4305-561a-46c9-8548-d9ab8d0d5601,com.whatsapp
bahagia,5,positif,2025-12-29 09:20:14,84d806f4-d62d-4bed-8638-dfa9cdf729c5,com.whatsapp
wa saya tak bisa di buka,5,positif,2025-12-29 09:16:54,d9b096bd-19f1-419e-a025-bfb3e4c7e4f9,com.whatsapp
aplikasi ini sangat bagus membantu saya lebih mudah berkomunikasi dengan siapa saja dan di mana saja,5,positif,2025-12-29 09:15:01,ceb10f0b-70a3-47e0-83f9-498f78016bfc,com.whatsapp
"aplikasi ini sangat mendukung hubungan keluarga,dan publik",5,positif,2025-12-29 09:14:15,3aafd807-ad7e-4200-b255-ebf3e6463039,com.whatsapp
Whatsapp telegram remp number tidak hapus,5,positif,2025-12-29 09:13:27,5e58694f-9f41-4cd1-bbf0-e1e20f360a84,com.whatsapp
enak di pakai,5,positif,2025-12-29 09:12:40,7cc3faef-4d13-4e3f-aa88-1078f7b6fe24,com.whatsapp
oke,5,positif,2025-12-29 09:11:29,44982aaf-bf80-4925-a058-8d7f9e25c9e5,com.whatsapp
bagus,5,positif,2025-12-29 09:08:12,a99b7d6a-e0be-49d7-82da-e80057c455fe,com.whatsapp
tolong lagu di status WA di lamain lagi jangan 15 detik 30 detik kek,4,positif,2025-12-29 09:07:09,bf860326-0694-4881-8d57-5de9eb2d15f8,com.whatsapp
setelah update gak jelas WA sekarang,1,negatif,2025-12-29 09:07:00,39a98e9a-03d2-431e-90eb-f369e60578cf,com.whatsapp
"semenjak update banyak bug, mulai dari foto profil ilang, wallpaper / tema chat hilang sndiri, ngga bisa ngepin orang, tolong segera perbaiki..",1,negatif,2025-12-29 09:06:39,ed5ed264-d615-4487-acd2-f36097bef6f0,com.whatsapp
baik,5,positif,2025-12-29 09:05:45,59468b0d-5d51-4e17-b6e8-c435acbfddc7,com.whatsapp
susah dapat kode otp,1,negatif,2025-12-29 09:04:56,67983d79-6e96-4fea-ac09-ed1e56acda12,com.whatsapp
SANGGAT2 memuaskan hati.terima kasiih,5,positif,2025-12-29 09:04:47,54b7a69d-71f7-4fe0-bb17-cf90b0683632,com.whatsapp
mantap,5,positif,2025-12-29 09:04:43,69fd9586-261c-4e3f-a650-c969da3ac279,com.whatsapp
sangat berguna untuk berkomunikasi secara aman,5,positif,2025-12-29 09:00:58,801a135b-e154-479f-8e64-ff63465c2ac1,com.whatsapp
adain fitur baru di hp ku dong soalnya temen ku punya fitur yang baru tapi aku gak ada,5,positif,2025-12-29 08:59:49,2129d723-4845-46b8-8153-eb771a713306,com.whatsapp
sayang sekali bos,5,positif,2025-12-29 08:59:07,6e9d2bb3-610d-4d8b-a126-fec951fc3236,com.whatsapp
tolong kasih fitur status foto slide geser seperti di tiktok pliss,5,positif,2025-12-29 08:53:18,1ab2a2ff-4d6b-490f-aa1e-cc536e7fdc84,com.whatsapp
sangat membantu,5,positif,2025-12-29 08:51:32,7f4e8d41-b438-4643-b9bf-a99f90ec0502,com.whatsapp
Bagus,5,positif,2025-12-29 08:45:27,eca5dadb-5e8e-407d-8ef0-64ddeb1fd569,com.whatsapp
Kenapa wa saya gabisa dibuka tulisan nya (Aplikasi terhenti ) padahal memori saya masi banyak saya merasa kecewa sama aplikasi nya😓😓😓 tolong ya petbaiki,1,negatif,2025-12-29 08:45:24,0e8c6ffe-9442-47ee-a5d7-cf3b68b40c68,com.whatsapp
maaf sebelumnya wa saya kok tiap hari kena spam trus ya gimana sih,2,negatif,2025-12-29 08:44:16,0d08e7b2-2ebb-4852-aa0a-97b827411fa2,com.whatsapp
makin maju makin kedepan,5,positif,2025-12-29 08:41:18,2e325b8f-a559-4f49-9e93-75b3ad2ee1ef,com.whatsapp
"makin ga jelas saya sebagai kurir paket udah berbagai cara untuk tidak terkena pembatasan mulai dari ketik manual,di kasih jeda waktu saat mengirim pesan dan ganti hp juga masih sama saja terkena pembatasan dan ban spam",1,negatif,2025-12-29 08:39:23,60192446-74f7-4b5d-ac5f-5fa6e96a723d,com.whatsapp
Sangat Bagus,5,positif,2025-12-29 08:38:22,b678e372-6b58-4318-990f-20a60d8e12ca,com.whatsapp
kenapa pas vidio call tidak ada fitur filter nya,5,positif,2025-12-29 08:38:00,05add49d-25a4-472d-8d27-92b252536e41,com.whatsapp
sngatt' bermanfaat,5,positif,2025-12-29 08:36:33,05fe94ac-bff2-47cf-83f0-9d47fd455d42,com.whatsapp
Good,5,positif,2025-12-29 08:36:04,bdfad50d-5af3-4a27-b270-ed9be5788dc4,com.whatsapp
kenapa baru x ni whatsapp sy kena spam sya udh lma menggunakan whatsapp..,3,netral,2025-12-29 08:35:54,c2e19851-4502-4d6b-bd60-2d6b9f58a8df,com.whatsapp
gimana.cara.nya.memasukan.wefi baru.,5,positif,2025-12-29 08:35:54,e4820019-148b-4d1d-90b0-cff1bb9269a6,com.whatsapp
bagus,5,positif,2025-12-29 08:35:48,376f3d29-077d-4f62-ad39-f7f081a11bac,com.whatsapp
baik sangat membantu,5,positif,2025-12-29 08:35:47,622731ac-1b60-4d15-9620-f784235c3076,com.whatsapp
Bagus,5,positif,2025-12-29 08:34:25,48d38f40-1eff-4ab9-be93-63d40d8116da,com.whatsapp
ak udah cadangin chat kok masih biss ilang ya?,5,positif,2025-12-29 08:33:30,4fba3b08-c25b-463c-b14f-7450fc9d60cd,com.whatsapp
sangat.....senang sekaliiii,5,positif,2025-12-29 08:31:40,95caac70-1d9d-415a-9b1d-a987255eeb97,com.whatsapp
aktif kan wa,5,positif,2025-12-29 08:29:38,f8710251-1fbf-4333-9b4b-62453c1dad2a,com.whatsapp
bagussssss bangetttt,5,positif,2025-12-29 08:28:35,ff3ef009-3dab-4347-acbd-179a276bde8f,com.whatsapp
"sedikit keluhan , wa makin kesini makin gajelas. tiap hari ada aja yg buat kesel. bio kontak wa tbtb jadi hilang semua , bio wa ku sendiri yang tadinya dibuat tahun 2023 tbtb berubah jadi bulan ini. status wa yg uda di liat , mala tbtb nongol lagi. terus telfon / vc masih berapa menit tbtb keputus sendiri padahal signal bagus. di ulangi beberapa kali pun tetap sama , sampe ngerestat hp pun tetep sama. tolong di perbaiki kenapa wa jadi seperti ini !! tiap bulan pembaruan , ko makin jelek !!!",5,positif,2025-12-29 08:27:08,271824d4-9daa-44b8-8939-51872e24eba4,com.whatsapp
banyak bug,1,negatif,2025-12-29 08:26:01,fbef9222-3cad-477d-aa3b-7f3c47187f0d,com.whatsapp
oky lah,5,positif,2025-12-29 08:25:26,b626d882-63cc-49d4-8f1e-867b3f69a892,com.whatsapp
Bagus,4,positif,2025-12-29 08:25:21,fa6aa963-f0c4-4cfe-8ff6-e3c507db73c3,com.whatsapp
bagus dan bermanfaat,5,positif,2025-12-29 08:24:10,1ab998fd-5236-460f-8aa3-b0a24e94dd9b,com.whatsapp
aplikasi burik,1,negatif,2025-12-29 08:24:03,7c5da4d6-f79b-4086-a7d3-64d87d450fd8,com.whatsapp
aplikasi ini sangat bagus,5,positif,2025-12-29 08:23:52,b7e036c3-305b-441d-8cd0-bb4714f9f773,com.whatsapp
aplikasi nya bagus tapi akun saya sering di spam,2,negatif,2025-12-29 08:22:59,235f519d-fa94-4aad-8ea3-fda00358d7b0,com.whatsapp
